DATE:,2017/3/22 10:35,,,,,,,,,,,
TOOL:,CalFuzzer,,,,,,,,,,,
,,No.,USECASE NAME,IS IN BENCHMARKS,IS IN SCRIPTFILE,TOTAL RACES,FOUNDED RACES,MISSING RACES,EXTRA RACES,PRECISION,FNR,FPR
,,1,testRace1,TRUE,TRUE,4,0,4,1,0%,100%,100%
,,2,testRace3,TRUE,TRUE,5,0,5,0,0%,100%,100%
,,3,CASE3,FALSE,TRUE,--,--,--,--,--,--,--
,,4,CASE4,FALSE,TRUE,--,--,--,--,--,--,--
,,5,CASE5,FALSE,TRUE,--,--,--,--,--,--,--
,,6,CASE6,FALSE,TRUE,--,--,--,--,--,--,--
,,7,CASE7,FALSE,TRUE,--,--,--,--,--,--,--
,,8,CASE8,FALSE,TRUE,--,--,--,--,--,--,--
,,9,CASE9,FALSE,TRUE,--,--,--,--,--,--,--
,,10,CASE10,FALSE,TRUE,--,--,--,--,--,--,--
,,11,CASE11,FALSE,TRUE,--,--,--,--,--,--,--
,,,Statistic description:,,,,,,,,,
,,1,testRace1,total 4 races;,0 right race;,4 missing race;,1 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,,
,,2,testRace3,total 5 races;,0 right race;,5 missing race;,0 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,,
,,3,CASE3,is not in benchmarks;,,,,,,,,
,,4,CASE4,is not in benchmarks;,,,,,,,,
,,5,CASE5,is not in benchmarks;,,,,,,,,
,,6,CASE6,is not in benchmarks;,,,,,,,,
,,7,CASE7,is not in benchmarks;,,,,,,,,
,,8,CASE8,is not in benchmarks;,,,,,,,,
,,9,CASE9,is not in benchmarks;,,,,,,,,
,,10,CASE10,is not in benchmarks;,,,,,,,,
,,11,CASE11,is not in benchmarks;,,,,,,,,
,,,Races details:,,,,,,,,,
DATE:,2017-03-22 10:40:39
TOOL:,CalFuzzer
,,No.,USECASE NAME,IS IN BENCHMARKS,IS IN SCRIPTFILE,TOTAL RACES,FOUNDED RACES,MISSING RACES,EXTRA RACES,PRECISION,FNR,FPR,
,,1,testRace1,TRUE,TRUE,4,0,4,2,0%,100%,100%,
,,2,testRace3,TRUE,TRUE,5,0,5,0,0%,100%,100%,
,,3,CASE3,FALSE,TRUE,--,--,--,--,--,--,--,
,,4,CASE4,FALSE,TRUE,--,--,--,--,--,--,--,
,,5,CASE5,FALSE,TRUE,--,--,--,--,--,--,--,
,,6,CASE6,FALSE,TRUE,--,--,--,--,--,--,--,
,,7,CASE7,FALSE,TRUE,--,--,--,--,--,--,--,
,,8,CASE8,FALSE,TRUE,--,--,--,--,--,--,--,
,,9,CASE9,FALSE,TRUE,--,--,--,--,--,--,--,
,,10,CASE10,FALSE,TRUE,--,--,--,--,--,--,--,
,,11,CASE11,FALSE,TRUE,--,--,--,--,--,--,--,
,,,Statistic description:
,,1,testRace1,total 4 races;,0 right race;,4 missing race;,2 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,
,,2,testRace3,total 5 races;,0 right race;,5 missing race;,0 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,
,,3. ,CASE3,is not in benchmarks;
,,4. ,CASE4,is not in benchmarks;
,,5. ,CASE5,is not in benchmarks;
,,6. ,CASE6,is not in benchmarks;
,,7. ,CASE7,is not in benchmarks;
,,8. ,CASE8,is not in benchmarks;
,,9. ,CASE9,is not in benchmarks;
,,10. ,CASE10,is not in benchmarks;
,,11. ,CASE11,is not in benchmarks;
,,,Races details:

DATE:,2017-03-22 10:58:14
TOOL:,CalFuzzer
,,No.,USECASE NAME,IS IN BENCHMARKS,IS IN SCRIPTFILE,TOTAL RACES,FOUNDED RACES,MISSING RACES,EXTRA RACES,PRECISION,FNR,FPR,
,,1,testRace1,TRUE,TRUE,4,0,4,1,0%,100%,100%,
,,2,testRace3,TRUE,TRUE,5,0,5,0,0%,100%,100%,
,,3,CASE3,FALSE,TRUE,--,--,--,--,--,--,--,
,,4,CASE4,FALSE,TRUE,--,--,--,--,--,--,--,
,,5,CASE5,FALSE,TRUE,--,--,--,--,--,--,--,
,,6,CASE6,FALSE,TRUE,--,--,--,--,--,--,--,
,,7,CASE7,FALSE,TRUE,--,--,--,--,--,--,--,
,,8,CASE8,FALSE,TRUE,--,--,--,--,--,--,--,
,,9,CASE9,FALSE,TRUE,--,--,--,--,--,--,--,
,,10,CASE10,FALSE,TRUE,--,--,--,--,--,--,--,
,,11,CASE11,FALSE,TRUE,--,--,--,--,--,--,--,
,,,Statistic description:
,,1,testRace1,total 4 races;,0 right race;,4 missing race;,1 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,
,,2,testRace3,total 5 races;,0 right race;,5 missing race;,0 extra race;,precision is 0%;,FNR is 100%;,FPR is100%;,
,,3. ,CASE3,is not in benchmarks;
,,4. ,CASE4,is not in benchmarks;
,,5. ,CASE5,is not in benchmarks;
,,6. ,CASE6,is not in benchmarks;
,,7. ,CASE7,is not in benchmarks;
,,8. ,CASE8,is not in benchmarks;
,,9. ,CASE9,is not in benchmarks;
,,10. ,CASE10,is not in benchmarks;
,,11. ,CASE11,is not in benchmarks;
,,,Races details:
,,,1,missing,null,111,1111,null,null,
,,,2,missing,null,22,22,null,null,
,,,3,missing,null,42,46,null,null,
